vector,label
"[-0.07211063  0.23004426  0.05932713  0.10899665 -0.02849847 -0.4333615
  0.06370675  0.5535186  -0.12715079 -0.22379842  0.01009655 -0.44590405
 -0.20151615  0.10177886  0.11451731 -0.25681415  0.05219148 -0.3300894
 -0.00801443 -0.39091134  0.18584211  0.10273419  0.17133917 -0.21829796
 -0.12552594  0.09037431 -0.19543661 -0.23205106 -0.24599805  0.04219449
  0.27456322  0.06503423  0.06527885 -0.16177286 -0.07404224  0.27425185
  0.04912286 -0.26283926 -0.11740196 -0.52015084  0.12043204 -0.26819173
 -0.1390461  -0.00501589  0.22348522 -0.0014493  -0.15687527 -0.03216538
  0.14601776  0.21259406  0.04424801 -0.21597001 -0.00226085 -0.11638603
 -0.21985075  0.18318477  0.13723525 -0.0645787  -0.2510621   0.05006088
  0.08872972  0.12858199 -0.09232039 -0.03795677 -0.30998078  0.27788225
  0.09012989  0.19565804 -0.43762612  0.38495186 -0.0511541   0.07145827
  0.20541756 -0.01259349  0.2666176   0.14585772  0.05788289 -0.03191511
 -0.24570957  0.03260944 -0.16022015 -0.04240128 -0.28348836  0.44014248
 -0.07681914  0.05232847  0.16082907  0.21306245  0.32907635  0.10379525
  0.35900092  0.0494257  -0.06512322  0.09078668  0.38666582  0.40674466
  0.06154315 -0.3343095   0.07819854 -0.01729421]",2
"[-0.08290762  0.25705683  0.06669284  0.1214677  -0.0323858  -0.4849505
  0.06964014  0.6198959  -0.14358462 -0.24996011  0.01185081 -0.49876758
 -0.22447321  0.11575516  0.13084263 -0.28733557  0.05754578 -0.36911637
 -0.00992754 -0.4404905   0.20649806  0.11779164  0.19206843 -0.24277526
 -0.13941471  0.10093192 -0.22092216 -0.25852162 -0.2766202   0.04807697
  0.30685827  0.07322881  0.07309293 -0.18033037 -0.08663896  0.3097291
  0.0563966  -0.29366902 -0.13363343 -0.58231175  0.13449825 -0.2986678
 -0.15576069 -0.00878557  0.25065398 -0.00439286 -0.17561664 -0.03441673
  0.16488674  0.23887049  0.04709601 -0.24021786 -0.002378   -0.1305827
 -0.24661094  0.20556256  0.15561588 -0.07386182 -0.2817086   0.05887759
  0.1015375   0.14536478 -0.10320511 -0.04290117 -0.34747773  0.3113524
  0.10249443  0.21535093 -0.49148333  0.43234712 -0.05797901  0.07892461
  0.2297466  -0.01523409  0.29888934  0.1626808   0.0674771  -0.03401591
 -0.2753324   0.03259218 -0.1796202  -0.04775215 -0.3169151   0.49523598
 -0.08729272  0.05787038  0.18158373  0.23929697  0.3703866   0.11636203
  0.4036581   0.05272324 -0.07164346  0.10195041  0.4339573   0.45760635
  0.06906021 -0.37574112  0.0858384  -0.01852108]",1
"[-7.75607601e-02  2.43760228e-01  6.49845079e-02  1.19540527e-01
 -3.33105549e-02 -4.68188465e-01  6.74197897e-02  5.94807327e-01
 -1.34812802e-01 -2.40711361e-01  9.96142626e-03 -4.80555385e-01
 -2.15914726e-01  1.10432588e-01  1.22929357e-01 -2.76736170e-01
  5.46402521e-02 -3.53339761e-01 -1.20893819e-02 -4.22322214e-01
  1.99652508e-01  1.12407520e-01  1.85000017e-01 -2.36055255e-01
 -1.34194508e-01  9.73460078e-02 -2.11451977e-01 -2.50924736e-01
 -2.67997921e-01  4.52349298e-02  2.97371507e-01  7.22128600e-02
  7.35141486e-02 -1.73932925e-01 -7.98582658e-02  2.94844359e-01
  5.29179759e-02 -2.81714380e-01 -1.24195635e-01 -5.59862137e-01
  1.30348295e-01 -2.89049298e-01 -1.51650041e-01 -1.28091220e-02
  2.42134169e-01 -3.19841463e-04 -1.69527262e-01 -3.22931856e-02
  1.57689959e-01  2.29062766e-01  4.96180654e-02 -2.30409622e-01
 -6.82367827e-04 -1.22815035e-01 -2.36650795e-01  1.98403910e-01
  1.46247551e-01 -7.06850439e-02 -2.67842472e-01  5.35259731e-02
  9.73325744e-02  1.37056619e-01 -9.96281654e-02 -4.22857925e-02
 -3.31441373e-01  2.98107147e-01  9.26439166e-02  2.06864446e-01
 -4.67540652e-01  4.14316028e-01 -5.54903150e-02  7.79682472e-02
  2.22703248e-01 -1.26093077e-02  2.86431789e-01  1.57674417e-01
  6.39381260e-02 -3.70122269e-02 -2.61067539e-01  3.55254188e-02
 -1.69554308e-01 -4.49617319e-02 -3.01687419e-01  4.71484482e-01
 -8.18578824e-02  5.44436872e-02  1.70474961e-01  2.25856155e-01
  3.55361015e-01  1.12741113e-01  3.87153089e-01  5.21158688e-02
 -7.19085485e-02  9.67994928e-02  4.17266279e-01  4.37419891e-01
  6.72282055e-02 -3.62827808e-01  8.05242285e-02 -2.00278740e-02]",2
"[-0.04040685  0.12932128  0.03003734  0.06051664 -0.01682948 -0.23758118
  0.03358649  0.30519092 -0.06941828 -0.12236532  0.0051811  -0.24717893
 -0.11038433  0.05613228  0.06519541 -0.14165589  0.02706564 -0.18155958
 -0.00379371 -0.21856727  0.10418335  0.05749479  0.09278719 -0.12336196
 -0.06792103  0.05041981 -0.11076074 -0.1269513  -0.13809672  0.02325172
  0.1510368   0.03681553  0.03817204 -0.09102507 -0.04621271  0.15317415
  0.02642697 -0.14467868 -0.06707266 -0.28632945  0.06388162 -0.14928731
 -0.07356737 -0.00257989  0.12300326 -0.00308902 -0.08670401 -0.01685612
  0.08103685  0.11932615  0.02214358 -0.11776713 -0.00061766 -0.06484263
 -0.12182806  0.09960651  0.07629061 -0.03799533 -0.14091875  0.02793851
  0.05099596  0.06964345 -0.05300813 -0.01945545 -0.17019533  0.15142778
  0.04991572  0.10852288 -0.24132648  0.21195301 -0.02838464  0.04118134
  0.11172642 -0.00795184  0.14673665  0.08288614  0.03229135 -0.0175447
 -0.13498606  0.01981557 -0.08880718 -0.02569758 -0.15965348  0.24453664
 -0.04313646  0.02757638  0.08949364  0.11780953  0.18319318  0.05830087
  0.19556282  0.02821925 -0.03595954  0.05161093  0.21612906  0.22534858
  0.03285275 -0.18230274  0.04236423 -0.01059023]",2
"[-0.08882495  0.2541077   0.06478819  0.11507276 -0.03719559 -0.47242832
  0.07514969  0.6093883  -0.14359821 -0.23551977 -0.00749904 -0.4833731
 -0.2127796   0.09632297  0.11926552 -0.2869149   0.05606956 -0.3578238
 -0.02259871 -0.4205382   0.1898633   0.12095108  0.18856303 -0.23696195
 -0.1426079   0.08024969 -0.20325549 -0.2701833  -0.2701552   0.0362813
  0.31139487  0.07389782  0.08021633 -0.17617787 -0.07583742  0.28956637
  0.06130474 -0.2759368  -0.10671099 -0.56208944  0.13524084 -0.29287323
 -0.17162773 -0.01953589  0.22825918 -0.0054132  -0.16584195 -0.03231069
  0.1606049   0.22155783  0.05998376 -0.2540604   0.00276112 -0.11741773
 -0.22921506  0.21202098  0.16955335 -0.05900622 -0.2707431   0.05988891
  0.09946784  0.14779682 -0.10625299 -0.05306726 -0.3211758   0.3151049
  0.08169907  0.1871325  -0.4701952   0.41156027 -0.06473221  0.08006886
  0.24095328 -0.01599519  0.2921141   0.14013329  0.06683215 -0.04744385
 -0.26825312  0.03021387 -0.17083775 -0.03772852 -0.30172867  0.46409073
 -0.08627938  0.03995748  0.1680011   0.22292474  0.3700504   0.11762428
  0.39816767  0.0587534  -0.07478474  0.1061874   0.43798757  0.43924043
  0.07824694 -0.3659782   0.07640088 -0.028138  ]",0
"[-7.1482040e-02  2.2044766e-01  5.3410858e-02  1.0474377e-01
 -2.7445519e-02 -4.1176352e-01  5.8064602e-02  5.2799475e-01
 -1.2265903e-01 -2.1810466e-01  8.9023113e-03 -4.2755690e-01
 -1.8927947e-01  9.8470345e-02  1.0971427e-01 -2.4506138e-01
  4.9131975e-02 -3.1420422e-01 -6.8515590e-03 -3.7472069e-01
  1.7350915e-01  9.8517612e-02  1.6300610e-01 -2.0875311e-01
 -1.1814088e-01  8.5301183e-02 -1.8933322e-01 -2.2080122e-01
 -2.3396081e-01  4.0743567e-02  2.5982264e-01  6.3692585e-02
  6.1622404e-02 -1.5395303e-01 -7.5045370e-02  2.6395142e-01
  4.4840313e-02 -2.4969199e-01 -1.1459545e-01 -4.9656904e-01
  1.1277723e-01 -2.5581816e-01 -1.2944706e-01 -5.4104440e-03
  2.1175991e-01 -3.3540642e-03 -1.4684428e-01 -3.0041363e-02
  1.3802662e-01  2.0517671e-01  4.0959045e-02 -2.0411837e-01
 -7.0488008e-05 -1.1390707e-01 -2.1142872e-01  1.7282277e-01
  1.3119966e-01 -6.2455889e-02 -2.4085119e-01  4.6608321e-02
  8.7644555e-02  1.2391420e-01 -8.6996652e-02 -3.5754111e-02
 -2.9730389e-01  2.6367033e-01  8.7015964e-02  1.8648401e-01
 -4.1933513e-01  3.6805719e-01 -4.8907794e-02  6.6399202e-02
  1.9406687e-01 -9.4561717e-03  2.5409901e-01  1.3877226e-01
  5.4272395e-02 -2.8918488e-02 -2.3219588e-01  2.9052904e-02
 -1.5260398e-01 -4.0412284e-02 -2.7133572e-01  4.1887778e-01
 -7.3060572e-02  4.8409898e-02  1.5314350e-01  2.0295577e-01
  3.1372961e-01  9.9827856e-02  3.4283480e-01  4.3584336e-02
 -6.1002731e-02  8.8509649e-02  3.6585870e-01  3.9167595e-01
  5.7176698e-02 -3.2038420e-01  7.3637471e-02 -1.7478636e-02]",2
"[-0.09069043  0.2717755   0.06734632  0.13029349 -0.03687109 -0.5119676
  0.07057945  0.6540518  -0.15398774 -0.2639453   0.01167899 -0.52137303
 -0.24105708  0.12734844  0.13692953 -0.30280307  0.05560073 -0.38276294
 -0.01341141 -0.4633005   0.21781395  0.12748219  0.20214993 -0.25049275
 -0.14942425  0.10547709 -0.23451291 -0.26962826 -0.29039475  0.05013821
  0.31432852  0.07545514  0.07820363 -0.18950444 -0.09418825  0.3201075
  0.06250692 -0.30613396 -0.13694625 -0.6162594   0.13494666 -0.30773696
 -0.16862476 -0.01192703  0.2600681  -0.00090429 -0.18832189 -0.02988651
  0.17640962  0.25711513  0.03959925 -0.24510889 -0.00286718 -0.13752855
 -0.25482488  0.2157207   0.16053025 -0.08483703 -0.29217595  0.0590627
  0.10377233  0.15412064 -0.10992687 -0.04386794 -0.3671652   0.32747397
  0.10724399  0.23489195 -0.5187729   0.45620286 -0.05804715  0.08547809
  0.23682515 -0.01507276  0.31283292  0.16714506  0.07613677 -0.03691245
 -0.29053795  0.03434126 -0.1846676  -0.04885988 -0.32992178  0.52014935
 -0.0974369   0.0566237   0.19088537  0.2489038   0.39087835  0.12029254
  0.41915378  0.05969693 -0.0767424   0.11115823  0.45568445  0.47893527
  0.06712697 -0.39390072  0.09217293 -0.01939537]",1
"[-0.07709491  0.24238572  0.05898631  0.1167779  -0.02826769 -0.45106608
  0.06537631  0.5802107  -0.13701102 -0.23516265  0.01109817 -0.46869907
 -0.20702223  0.11102261  0.12007975 -0.26686838  0.05244962 -0.34679928
 -0.00995672 -0.41368374  0.19394723  0.11276308  0.18118188 -0.22855249
 -0.12981342  0.09732468 -0.21054469 -0.24233328 -0.2594792   0.04565037
  0.2864944   0.06993417  0.06989369 -0.16858923 -0.08127954  0.29494807
  0.04837793 -0.2746267  -0.12730698 -0.5474167   0.12372457 -0.28144804
 -0.14395198 -0.00703935  0.23732103 -0.00326555 -0.16798486 -0.03287183
  0.15373854  0.22350165  0.04080209 -0.22302796 -0.00192891 -0.12462229
 -0.23008399  0.19013493  0.13964815 -0.06876133 -0.26498845  0.05277636
  0.09322478  0.13129292 -0.09362008 -0.03776112 -0.32674226  0.29044387
  0.09710366  0.20769747 -0.46373302  0.40768248 -0.05590725  0.07577445
  0.21363895 -0.01318353  0.27605325  0.15340105  0.06223896 -0.0340868
 -0.25746837  0.03364794 -0.16986027 -0.04956108 -0.29742545  0.46423596
 -0.08291454  0.05488168  0.16869201  0.22566418  0.34483594  0.10994981
  0.3758255   0.05121131 -0.06781938  0.09595478  0.40699014  0.42846233
  0.06238027 -0.34714964  0.08633436 -0.01797772]",2
"[-0.07262153  0.22811121  0.05362494  0.11047179 -0.02605835 -0.4271979
  0.06133917  0.54940647 -0.12768121 -0.21919201  0.0086537  -0.4416463
 -0.19886911  0.10181268  0.11286065 -0.2547045   0.04918826 -0.32904902
 -0.00786257 -0.3968668   0.18633078  0.10468397  0.17266971 -0.21883017
 -0.12423452  0.09198654 -0.19990622 -0.22922802 -0.24597263  0.04443594
  0.27379033  0.06702404  0.06849257 -0.15973404 -0.07688463  0.2793463
  0.04552635 -0.2614061  -0.11986206 -0.5206752   0.11908174 -0.26701245
 -0.1367784  -0.00485833  0.22552417 -0.00342039 -0.16242775 -0.0306241
  0.14827088  0.21258064  0.0374471  -0.20720382  0.00094713 -0.11818605
 -0.2173423   0.17938794  0.12927602 -0.06770587 -0.25000957  0.05220093
  0.08941283  0.12445179 -0.08809582 -0.03632235 -0.3100524   0.27617273
  0.08983696  0.19898538 -0.43940172  0.38565883 -0.05248611  0.07218451
  0.2021241  -0.0135789   0.26056203  0.14481567  0.06037409 -0.0328327
 -0.24302293  0.02810097 -0.16197143 -0.04524754 -0.28249195  0.4400706
 -0.07998807  0.05107783  0.16115896  0.21245115  0.3265246   0.10194185
  0.3530012   0.04716346 -0.06369096  0.0922608   0.38510206  0.40391353
  0.05843343 -0.32802436  0.08316579 -0.01619262]",2
"[-0.07719841  0.24252732  0.05874052  0.1167242  -0.02977749 -0.4533702
  0.06413163  0.5795165  -0.13274941 -0.23426725  0.01074476 -0.46923542
 -0.20995288  0.10758578  0.12122419 -0.27007136  0.04917708 -0.34806418
 -0.00610025 -0.40990308  0.19433911  0.11045894  0.18009065 -0.23044397
 -0.12873562  0.095315   -0.20985346 -0.24437971 -0.25878668  0.04289167
  0.28692603  0.06973704  0.07009196 -0.16952121 -0.08241303  0.29223403
  0.04982966 -0.2770978  -0.12844037 -0.54674935  0.12539572 -0.2813243
 -0.14581437 -0.00696584  0.23567764 -0.00306646 -0.16431914 -0.03464925
  0.1537716   0.22290067  0.04281016 -0.2250808  -0.00134544 -0.12331142
 -0.23046358  0.19102658  0.14339195 -0.06997187 -0.26338816  0.05156887
  0.09225145  0.13267045 -0.09496833 -0.03875698 -0.327479    0.2914184
  0.09495867  0.20564145 -0.4621142   0.4065443  -0.05508114  0.07585215
  0.21590193 -0.01243728  0.2774566   0.1524335   0.06114275 -0.03530825
 -0.25843298  0.03353066 -0.17043383 -0.04900781 -0.29945394  0.46270236
 -0.08100811  0.0554186   0.1704271   0.22553694  0.34461793  0.11199787
  0.37561426  0.05053854 -0.06967968  0.09520629  0.40458378  0.43095648
  0.06156386 -0.34703562  0.08394957 -0.01791666]",2
"[-0.07064195  0.22797552  0.05690789  0.10588117 -0.02752316 -0.4288192
  0.06327976  0.54695964 -0.125146   -0.22216173  0.00968871 -0.44049212
 -0.19804764  0.1008636   0.11366092 -0.2531486   0.04811116 -0.3248531
 -0.00829197 -0.3862923   0.18190287  0.10285597  0.16935684 -0.217327
 -0.12336084  0.08856347 -0.19516012 -0.23147282 -0.24109058  0.04203403
  0.27096865  0.06664804  0.06684515 -0.15910025 -0.07314419  0.27201813
  0.04733275 -0.25973064 -0.11358829 -0.51409286  0.11931705 -0.26509777
 -0.1388072  -0.0047328   0.22045106 -0.00453286 -0.15456118 -0.02958695
  0.14704008  0.21080594  0.03996851 -0.21457663 -0.00204777 -0.11455049
 -0.21761616  0.18288107  0.13622092 -0.06507082 -0.24680585  0.05148116
  0.08870438  0.12659289 -0.09130362 -0.03764052 -0.3081551   0.27679488
  0.08780739  0.19076073 -0.43296826  0.38044634 -0.05373217  0.06881175
  0.20413242 -0.01229572  0.2621583   0.14122432  0.05925773 -0.03370408
 -0.24278922  0.03015708 -0.15723023 -0.04223708 -0.28115422  0.4370035
 -0.07536826  0.04942006  0.15801033  0.20850265  0.32520372  0.10249219
  0.3543144   0.0475434  -0.06731188  0.09073202  0.38611832  0.40373802
  0.05948354 -0.3297845   0.07666139 -0.01772523]",1
"[-0.07774483  0.2508198   0.06352028  0.1209116  -0.03116889 -0.47151268
  0.0685504   0.6014983  -0.14029475 -0.24537636  0.00847596 -0.4862009
 -0.21793452  0.11278463  0.12518758 -0.27865243  0.05499525 -0.3579125
 -0.00619238 -0.42756385  0.20383824  0.11397071  0.18603654 -0.24019694
 -0.13816033  0.10137742 -0.21721119 -0.2526718  -0.26556626  0.0472965
  0.29594412  0.07469297  0.07102787 -0.17549826 -0.08449706  0.30101988
  0.05268848 -0.28587276 -0.13166255 -0.5667854   0.13044058 -0.29018497
 -0.14859703 -0.00432502  0.24427333 -0.00355065 -0.17053789 -0.03296909
  0.1609486   0.23004164  0.04276906 -0.23362689 -0.00282629 -0.12947115
 -0.23728685  0.19811517  0.14931816 -0.07066694 -0.27288288  0.05760269
  0.09646187  0.1370991  -0.09903686 -0.04169064 -0.33615646  0.30153406
  0.09836609  0.21215586 -0.4813205   0.42249307 -0.05669754  0.07599048
  0.22278267 -0.01432397  0.28740433  0.15903653  0.06593598 -0.0342907
 -0.26899445  0.03306851 -0.17527042 -0.04444478 -0.3101788   0.4786868
 -0.08387817  0.05560725  0.17851628  0.23348556  0.35891935  0.1134465
  0.3915264   0.0554828  -0.07370951  0.09927499  0.42172801  0.44337064
  0.0626846  -0.36307564  0.08900616 -0.01821438]",1
"[-5.91324456e-02  1.90641537e-01  4.55344468e-02  8.69598091e-02
 -2.49507073e-02 -3.52274448e-01  5.36610745e-02  4.52281773e-01
 -1.04955032e-01 -1.80359110e-01  5.17536607e-03 -3.66028279e-01
 -1.60925910e-01  8.11931118e-02  9.30240154e-02 -2.11463347e-01
  3.99811082e-02 -2.69611329e-01 -7.95185938e-03 -3.20978940e-01
  1.48851648e-01  8.75343755e-02  1.39626846e-01 -1.78864390e-01
 -1.05444044e-01  7.01774210e-02 -1.58562914e-01 -1.93801448e-01
 -2.02314183e-01  3.22949924e-02  2.27635235e-01  5.52565493e-02
  5.57460152e-02 -1.33734986e-01 -6.00509085e-02  2.24795431e-01
  4.08972055e-02 -2.12654263e-01 -9.21891481e-02 -4.25388426e-01
  1.00128643e-01 -2.18208328e-01 -1.17177017e-01 -7.29832007e-03
  1.82161078e-01 -4.54138918e-03 -1.30291626e-01 -2.34736782e-02
  1.22583248e-01  1.72109857e-01  3.46775912e-02 -1.79073200e-01
  6.33689269e-05 -9.59248766e-02 -1.80205047e-01  1.53673396e-01
  1.16974682e-01 -5.37134893e-02 -2.05211937e-01  4.20185514e-02
  7.49693438e-02  1.06716104e-01 -7.51489773e-02 -3.44795398e-02
 -2.51500815e-01  2.26897955e-01  7.12885112e-02  1.57897457e-01
 -3.58951658e-01  3.14180911e-01 -4.51686122e-02  6.00078590e-02
  1.72053367e-01 -1.16929142e-02  2.18127355e-01  1.17213085e-01
  4.87135202e-02 -2.83567291e-02 -1.99560255e-01  2.33461615e-02
 -1.29334345e-01 -3.51348966e-02 -2.32677549e-01  3.57140332e-01
 -6.59295321e-02  3.86577696e-02  1.30235597e-01  1.71820268e-01
  2.73317397e-01  8.69017169e-02  2.95446992e-01  4.40880470e-02
 -5.25968075e-02  7.42014796e-02  3.20926100e-01  3.35056126e-01
  5.09081259e-02 -2.73051292e-01  6.49676993e-02 -1.74279157e-02]",2
"[-7.66903311e-02  2.51180559e-01  5.54604121e-02  1.24251984e-01
 -2.93634739e-02 -4.74209905e-01  6.91362172e-02  6.10253811e-01
 -1.44301072e-01 -2.47954771e-01  1.14050275e-02 -4.89569545e-01
 -2.19050705e-01  1.18279070e-01  1.19125567e-01 -2.77558774e-01
  5.84617220e-02 -3.65956455e-01 -8.04060604e-03 -4.45470572e-01
  2.14339614e-01  1.16150953e-01  1.93924919e-01 -2.37922490e-01
 -1.40485793e-01  1.01724811e-01 -2.20043138e-01 -2.50435829e-01
 -2.76197940e-01  5.38938455e-02  3.02298844e-01  7.92974159e-02
  7.43471533e-02 -1.82648778e-01 -8.63210186e-02  3.13541383e-01
  5.04107773e-02 -2.90897042e-01 -1.42223090e-01 -5.73442519e-01
  1.31026521e-01 -2.94199497e-01 -1.52776524e-01 -7.01804832e-03
  2.56454915e-01 -6.54379791e-03 -1.77968517e-01 -4.00172919e-02
  1.71678498e-01  2.37977087e-01  3.85467745e-02 -2.31762543e-01
 -5.68535179e-05 -1.28684089e-01 -2.42940918e-01  1.99065745e-01
  1.38061553e-01 -7.69573078e-02 -2.83239245e-01  5.73145933e-02
  1.04674242e-01  1.36341631e-01 -1.02705978e-01 -3.98932882e-02
 -3.48307610e-01  3.05832118e-01  9.95092690e-02  2.20959663e-01
 -4.84196186e-01  4.29206759e-01 -5.40981777e-02  7.95481279e-02
  2.22976074e-01 -1.15974424e-02  2.89752781e-01  1.57872245e-01
  7.21339807e-02 -3.34923752e-02 -2.68595845e-01  3.15210372e-02
 -1.80599809e-01 -5.19478805e-02 -3.22262794e-01  4.91921186e-01
 -9.27572474e-02  5.38497753e-02  1.79790437e-01  2.40530550e-01
  3.64150792e-01  1.13000683e-01  3.96628886e-01  5.41741960e-02
 -7.30007067e-02  1.02565765e-01  4.22252268e-01  4.44002122e-01
  6.62063807e-02 -3.67653221e-01  9.22945216e-02 -1.49857588e-02]",1
"[-7.20350146e-02  2.27509588e-01  5.77774905e-02  1.06436200e-01
 -3.30500640e-02 -4.25398380e-01  6.46348372e-02  5.43402731e-01
 -1.28222778e-01 -2.19443902e-01  6.82479516e-03 -4.37598616e-01
 -1.94511905e-01  9.75806192e-02  1.12285994e-01 -2.50967175e-01
  4.79994491e-02 -3.20837289e-01 -1.15311639e-02 -3.84698033e-01
  1.77577242e-01  1.05740607e-01  1.71137795e-01 -2.12411672e-01
 -1.25990570e-01  8.69825333e-02 -1.91448331e-01 -2.31167138e-01
 -2.39365205e-01  3.90596911e-02  2.68783569e-01  6.66844472e-02
  6.82939515e-02 -1.59271359e-01 -7.21706823e-02  2.68921793e-01
  4.95673120e-02 -2.55481601e-01 -1.11372575e-01 -5.05174398e-01
  1.19301684e-01 -2.62515754e-01 -1.42139688e-01 -8.76420364e-03
  2.15309888e-01 -3.83251463e-03 -1.52557448e-01 -2.97433902e-02
  1.47468567e-01  2.04103842e-01  4.24665362e-02 -2.16369286e-01
  5.16618486e-04 -1.13461390e-01 -2.12450683e-01  1.81514293e-01
  1.37167275e-01 -6.34541437e-02 -2.41978705e-01  5.32320961e-02
  8.79494250e-02  1.25420988e-01 -9.05176178e-02 -4.04430404e-02
 -2.98306793e-01  2.74002045e-01  8.42125490e-02  1.85088724e-01
 -4.30390298e-01  3.77325684e-01 -5.59571907e-02  7.08642676e-02
  2.03930348e-01 -1.23268645e-02  2.59807050e-01  1.40027866e-01
  5.60197048e-02 -3.71476561e-02 -2.40388364e-01  2.91597974e-02
 -1.53117821e-01 -4.01273072e-02 -2.74662435e-01  4.30095106e-01
 -7.69275576e-02  4.54910249e-02  1.53176129e-01  2.06311613e-01
  3.27236593e-01  1.01653069e-01  3.54364991e-01  4.75568920e-02
 -6.46480843e-02  8.86059850e-02  3.84884477e-01  3.96647513e-01
  6.24480955e-02 -3.29445153e-01  7.30361342e-02 -2.03711390e-02]",1
"[-0.05558562  0.17591797  0.04370988  0.08279482 -0.02315497 -0.33300453
  0.0486375   0.42505154 -0.09887913 -0.17549045  0.00671173 -0.34293124
 -0.15345654  0.07841469  0.09082789 -0.1954431   0.04120107 -0.2529979
 -0.00665448 -0.30219284  0.14347611  0.07861372  0.13174763 -0.17110568
 -0.09573359  0.06890581 -0.15155122 -0.17955512 -0.1901946   0.03261309
  0.21201959  0.0513465   0.05144866 -0.12435511 -0.05667317  0.21316744
  0.03797231 -0.20226519 -0.09387403 -0.40198737  0.09247593 -0.2065022
 -0.10962054 -0.00502813  0.17130062 -0.00234544 -0.12085775 -0.02250568
  0.11215736  0.16231385  0.03413139 -0.16601174 -0.00303201 -0.09141935
 -0.16836275  0.14095569  0.10683976 -0.04817117 -0.19260573  0.03861896
  0.06812346  0.10163582 -0.07123304 -0.02933622 -0.24027786  0.21411116
  0.07029844  0.14953552 -0.33771244  0.2960393  -0.0435813   0.05280263
  0.15784906 -0.01092276  0.20595387  0.11157157  0.04546122 -0.02451499
 -0.1880049   0.02212077 -0.12247051 -0.03168071 -0.2202475   0.3403319
 -0.05936245  0.0383263   0.12349907  0.16128899  0.2537715   0.07978474
  0.2751436   0.03709344 -0.05172453  0.07119577  0.29710552  0.31526646
  0.04653925 -0.2578654   0.06199146 -0.01382219]",2
"[-0.03712438  0.1229518   0.03064985  0.05945508 -0.01570047 -0.22612114
  0.03372167  0.2894168  -0.06668811 -0.11995833  0.00552715 -0.23381802
 -0.1047216   0.05337252  0.06127932 -0.13552023  0.02611011 -0.17535286
 -0.00415787 -0.20465668  0.09472194  0.05643515  0.08850084 -0.11390964
 -0.06456071  0.04642326 -0.10484382 -0.11988567 -0.12986787  0.02310294
  0.143849    0.03558479  0.03557942 -0.08401658 -0.0404247   0.14583346
  0.02667343 -0.13890341 -0.06270487 -0.2723513   0.06259215 -0.14073572
 -0.07338903 -0.0006523   0.11794829 -0.00270713 -0.08152032 -0.0174649
  0.07782518  0.11205263  0.02293262 -0.11193219  0.00030863 -0.06315689
 -0.11562897  0.09365529  0.07229529 -0.03678929 -0.13219519  0.02656618
  0.04633357  0.06737064 -0.04795261 -0.02053824 -0.16331714  0.1463858
  0.04400018  0.10236983 -0.23143278  0.20009436 -0.0280968   0.03658837
  0.10834955 -0.00539251  0.13775544  0.07793927  0.03215645 -0.01871814
 -0.12945761  0.01546815 -0.08371257 -0.0226983  -0.1494814   0.23234013
 -0.04121174  0.02594783  0.08365256  0.11261529  0.17024587  0.05681651
  0.18784924  0.02345996 -0.03362549  0.04841305  0.20306762  0.21487857
  0.02953433 -0.17413358  0.03969568 -0.00863305]",2
"[-0.05470993  0.18295711  0.04588205  0.08587933 -0.02091216 -0.33913845
  0.04594136  0.4347372  -0.09890671 -0.17565018  0.00644844 -0.34938958
 -0.1577304   0.08196644  0.08843693 -0.2020015   0.039148   -0.25753275
 -0.00487068 -0.30790564  0.14443354  0.08132052  0.13485803 -0.17457588
 -0.09736358  0.0721008  -0.1581333  -0.18432896 -0.19333139  0.0339404
  0.21445893  0.05233425  0.05301177 -0.12691487 -0.06131705  0.21794575
  0.03726231 -0.20739254 -0.09399214 -0.40713918  0.09142567 -0.21164738
 -0.10818267 -0.00507456  0.17505279 -0.00492171 -0.12370975 -0.02567093
  0.11236327  0.1650919   0.03190258 -0.16885093 -0.00061244 -0.0929236
 -0.1722551   0.14520647  0.10705516 -0.05258898 -0.19953401  0.03824345
  0.07070129  0.10089541 -0.07318482 -0.02806868 -0.24286172  0.21787569
  0.07315606  0.15316033 -0.3466017   0.302908   -0.04237659  0.05460557
  0.15732704 -0.01183351  0.20929633  0.11441057  0.04533877 -0.02454825
 -0.19164453  0.02541605 -0.12573296 -0.03546081 -0.22623214  0.34735864
 -0.06130008  0.03938058  0.1278901   0.16972059  0.25673968  0.08037601
  0.28170365  0.03803997 -0.05148741  0.07293905  0.30448171  0.32173198
  0.04449507 -0.25980183  0.06205109 -0.01327001]",2
